Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilités critiques affectant Ivanti Cloud Services Application,51461112/24,11 décembre 2024,Critique,Critique,Ivanti CSA (Cloud Services Application) versions antérieures à 5.0.3,"Ivanti a publié une mise à jour de sécurité qui permet de corriger trois vulnérabilités critiques affectant les versions susmentionnées de son produit Cloud Services Application. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’injecter du code SQL, d’injecter des commandes système ou de contourner des mesures de sécurité.",Veuillez se référer au bulletin de sécurité d’Ivanti pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-ivanti-cloud-services-application
Vulnérabilité dans Microsoft Office,49572009/24,20 septembre 2024,Important,Important,"Microsoft 365 Apps pour Enterprise pour systèmes 32 bits, Microsoft 365 Apps pour Enterprise pour systèmes 64 bits, Microsoft Office 2019 pour éditions 32 bits, Microsoft Office 2019 pour éditions 64 bits, Microsoft Office LTSC 2021 pour éditions 32 bits, Microsoft Office LTSC 2021 pour éditions 64 bits",Microsoft annonce la correction d’une  vulnérabilité affectant les produits Microsoft office susmentionnés. L’exploitation de cette faille pourrait permettre à un attaquant d’exécuter du code arbitraire à distance.,Veuillez se référer au bulletin de sécurité Microsoft du 19 Septembre 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-microsoft-office
Vulnérabilités affectant des produits de Cisco,49870310/24,03 octobre 2024,Important,Important,"Cisco Nexus Dashboard Fabric Controller, Cisco Small Business RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers, Cisco Meraki MX and Z Series Teleworker Gateway AnyConnect VPN, Cisco Nexus Dashboard Fabric Controller, Cisco Small Business RV042, RV042G, RV320, and RV325 Routers, Cisco Identity Services Engine, Cisco UCS B-Series, Managed C-Series, and X-Series Servers Redfish API, Cisco Meraki MX and Z Series Teleworker Gateway AnyConnect VPN, Cisco Expressway Series, Cisco Nexus Dashboard Hosted Services, Cisco Nexus Dashboard Fabric Controller","Cisco annonce la correction de plusieurs vulnérabilités affectant certaines versions de ses produits susmentionnés. L’exploitation de ces vulnérabilités peut   permettre  à un attaquant distant d’exécuter du code, d’accéder à des données confidentielles, d’élever ses privilèges ou de causer un déni de service.",Veuillez se référer aux bulletins de sécurité de Cisco pour mettre à jours vos équipements.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-des-produits-de-cisco-0
MidgeDropper Malware,43932109/23,21 septembre 2023,Critique,Critique,No Affected Systems,No Summary,No Solution,https://www.dgssi.gov.ma/fr/bulletins/midgedropper-malware
Vulnérabilités affectant le navigateur Mozilla Firefox,39851901/23,19 janvier 2023,Modéré,Modéré,"Mozilla Firefox versions antérieures à 109, Mozilla Firefox ESR antérieures à 102.7",Mozilla Foundation annonce la disponibilité d’une mise à jour de sécurité permettant la correction de plusieurs vulnérabilités au niveau du navigateur Mozilla Firefox. L’exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire ou d’accéder à des informations confidentielles.,Veuillez se référer aux bulletins de sécurité Mozilla afin d’installer les nouvelles mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-mozilla-firefox
Vulnérabilités critiques dans les produits Cisco,45752501/24,25 janvier 2024,Critique,Critique,"Cisco Unified CM et Unified CM SME 11.5(1), 12.5(1), 14, Cisco Unified CM IM&P  11.5(1), 12.5(1), 14, Cisco Unity Connection 11.5(1), 12.5(1), 14, Cisco PCCE et UCCE 12.0, 12.5(1), 12.5(2), Cisco UCCX 12.0, 12.5(1), Cisco VVB 12.0, 12.5(1), 12.5(2), Cisco Firmware 3.4.x version antérieure à 3.4.0.17, Cisco Firmware 2.5.x version antérieure à 2.5.9.54, Cisco SD-WAN 18.4, 19.2, 20.3, 20.4, 20.5, 20.6, 20.7, Cisco BroadWorks BWCallCenter 23.0, 24.0 et 25.0","Plusieurs vulnérabilités critiques ont été corrigées dans les produits Cisco susmentionnés. Un attaquant pourrait exploiter ces failles afin de causer un déni de service, d’exécuter du code arbitraire à distance, de réussir une élévation de privilège ou de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Cisco du 24 Janvier 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-cisco-1
Vulnérabilités critiques dans les serveurs Rsync,51991601/25,16 janvier 2025,Critique,Critique,Rsync server version antérieure à 3.4.0,"Plusieurs vulnérabilités critiques ont été corrigées dans les versions susmentionnées des serveurs Rsync. L’exploitation de ces failles peut permettre à un attaquant d’exécuter du code arbitraire à distance, de causer un déni de service, de porter atteinte à la confidentialité des données et de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Rsync du 15 janvier 2025 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-serveurs-rsync
Vulnérabilités critiques affectant VMware vRealize Log Insight,39952501/23,25 janvier 2023,Important,Important,"VMware vRealize Log Insight, versions antérieures à 8.10.2","VMware annonce la correction de vulnérabilités critiques affectant son produit VMware vRealize Log Insight. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant de d’exécuter du code arbitraire, accéder à des données confidentielles ou causer un déni de service.",Veuillez se référer au bulletin de sécurité de VMware pour les mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-vmware-vrealize-log-insight
Vulnérabilité critique dans Progress LoadMaster et Multi-Tenant (MT),49240909 /24,09 septembre 2024,Critique,Critique,"Progress LoadMaster 7.2.60.0 et toutes les versions antérieures, Multi-Tenant (MT) 7.1.35.11 et toutes les versions antérieures",Progress a publié des mises à jour de sécurité pour corriger une vulnérabilité critique (CVE-2024-7591) dans LoadMaster et Multi-Tenant (MT). L'exploitation réussie de cette vulnérabilité permettrait à un attaquant d’exécuter des commandes système.,Veuillez se référer au bulletin de sécurité Progress pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-progress-loadmaster-et-multi-tenant-mt
Vulnérabilités dans les produits IBM,40690703/23,07 mars 2023,Modéré,Modéré,"IBM Sterling Connect:Express for UNIX versions 1.5.x antérieures à 1.5.0.1611, IBM WebSphere Remote Server versions 8.5",Plusieurs vulnérabilités ont été corrigées dans les produits IBM susmentionnés. L’exploitation de ces failles pourrait permettre à un attaquant de contourner la politique de sécurité et de causer un déni de service à distance.,Veuillez se référer au bulletin de sécurité IBM du 03 Mars 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-ibm-3
Vulnérabilités critiques dans les produits Palo Alto,53921104/25,11 avril 2025,Critique,Critique,"Prisma SD-WAN versions 6.5.x antérieures à 6.5.1, Prisma SD-WAN versions 6.4.x antérieures à 6.4.2, Prisma SD-WAN versions 6.2.x et 6.3.x antérieures à 6.3.4, Prisma SD-WAN versions 6.1.x antérieures à 6.1.10, Prisma Access versions 11.2.x antérieures à 11.2.4-h5, Prisma Access versions 10.2.4.x antérieures à 10.2.4-h36, Prisma Access versions 10.2.10.x antérieures à 10.2.10-h16, Prisma Access Browser versions antérieures à 132.83.3017.1, PAN-OS versions 11.2.x antérieures à 11.2.6, PAN-OS versions 11.1.x antérieures à 11.1.8, PAN-OS versions 11.0.x antérieures à 11.0.6, PAN-OS versions 10.2.x antérieures à 10.2.15, PAN-OS versions 10.1.x antérieures à 10.1.14-h13, GlobalProtect App versions 6.x antérieures à 6.2.8 pour Windows, GlobalProtect App versions 6.3.x antérieures à 6.3.3 pour Windows, Cortex XDR Broker VM versions antérieures à 26.100.3, Cortex XDR Agent versions 8.6.x antérieures à 8.6.1 pour Windows, Cortex XDR Agent versions 8.5.x antérieures à 8.5.2 pour Windows, Cortex XDR Agent versions 8.3-CE.x antérieures à 8.3.101-CE HF pour Windows, Cortex XDR Agent versions 7.9-CE.x antérieures à 7.9.103-CE HF pour Windows, Cloud NGFW sans les derniers correctifs de sécurité","Palo Alto Networks a corrigé des failles de sécurité critiques affectant les produits susmentionnés. Ces vulnérabilités peuvent être exploitées pour réussir une élévation de privilèges, causer un déni de service, d’exécuter du code arbitraire à distance et de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Palo Alto du 09 Avril 2025.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-palo-alto-2
Vulnérabilités affectant le navigateur Mozilla Firefox,53050503/25,05 mars 2025,Important,Critique,"Firefox versions antérieures à 13, Firefox ESR versions antérieures à 115.21, Firefox ESR versions antérieures à 128.8",Mozilla Foundation annonce la disponibilité d’une mise à jour de sécurité permettant la     correction de plusieurs vulnérabilités au niveau du navigateur Mozilla Firefox. L’exploitation de ces   vulnérabilités peut   permettre à un attaquant distant d’exécuter du code arbitraire ou de causer un déni de service.,Veuillez se référer au bulletin de sécurité Mozilla afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-mozilla-firefox-10
Vulnérabilités affectant plusieurs produits d’Adobe,48221007/24,10 juillet 2024,Important,Important,"Adobe Bridge,  versions antérieures à  13.0.7, Adobe Bridge, versions antérieures à  14.1, Adobe InDesign, versions antérieures à ID19.3, Adobe InDesign, versions antérieures à ID18.5.2, Adobe Premiere Pro versions antérieures à 24.4.1, Adobe Premiere Pro versions antérieures à 23.6.5",Adobe a publié des mises à jour de sécurité qui permettent de corriger plusieurs vulnérabilités affectant ses produits susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’exécuter  du code arbitraire ou d’accéder à des informations confidentielles.,Veuillez se référer aux bulletins de sécurité d’Adobe pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-dadobe-15
VULNÉRABILITÉS DANS MICROSOFT EXCHANGE SERVER (PATCH TUESDAY JUIN 2023),42331406/23,14 juin 2023,Important,Important,"Microsoft Exchange Server 2019 Cumulative Update 13, Microsoft Exchange Server 2016 Cumulative Update 23, Microsoft Exchange Server 2019 Cumulative Update 12",Microsoft annonce la correction de deux vulnérabilités affectant les versions susmentionnées de Microsoft Exchange Server. L’exploitation de ces failles peut permettre à un attaquant d’exécuter du code arbitraire.,Veuillez se référer au bulletin de sécurité Microsoft du 13 Juin 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-microsoft-exchange-server-patch-tuesday-juin-2023
Vulnérabilités critiques affectant ConnectWise ScreenConnect,46162102/24,21 février 2024,Critique,Critique,ConnectWise ScreenConnect  version 23.9.7 et versions antérieures,ConnectWise annonce la correction de deux vulnérabilités critiques affectant son produit ScreenConnet. Ces vulnérabilités sont activement exploitées et  peuvent  permettre à un attaquant distant de    contourner les mesures de sécurité.,Veuillez se référer au bulletin de sécurité de l'éditeur pour l'obtention de la solution de remédiation.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-connectwise-screenconnect
Vulnérabilités critiques activement exploitées affectant des produits de Fortinet,52641202/25,12 février 2025,Important,Important,"FortiOS 7.0,   versions antérieures à 7.0.17, FortiProxy 7.2, versions antérieures à 7.2.13, FortiProxy 7.0, versions antérieures à 7.0.20","Fortinet annonce la disponibilité de mises à jour de sécurité permettant la correction            de deux vulnérabilités critiques affectant ses produits susmentionnés. L'exploitation de ces          vulnérabilités peut permettre à un attaquant distant d’exécuter du code.Ces deux vulnérabilités sont activement exploitées et l’une d’elles, identifiée par « CVE-2024-55591 » a déjà fait l’objet du bulletin de sécurité « 51941501/25 » du maCERT.",Veuillez se référer au bulletin de sécurité de Fortinet pour mettre à jour vos produits.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-activement-exploitees-affectant-des-produits-de-fortinet
Vulnérabilité critique affectant Rockwell Automation ThinManager,48992808/24,28 août 2024,Important,Critique,"Rockwell Automation ThinManager de la version 11.1.0 à la version 11.1.7, Rockwell Automation ThinManager de la version 11.2.0 à la version 11.2.8, Rockwell Automation ThinManager de la version 12.0.0 à la version 12.0.6, Rockwell Automation ThinManager de la version 12.1.0 à la version 12.1.7, Rockwell Automation ThinManager de la version 13.0.0 à la version 13.0.4, Rockwell Automation ThinManager de la version 13.1.0 à la version 13.1.2, Rockwell Automation ThinManager de la version 13.2.0 à la version 13.2.1",Rockwell Automation  annonce la correction de trois vulnérabilités affectant les versions susmentionnées de son produit ThinManager.  L'exploitation de ces vulnérabilités  peut  permettre  à un attaquant de contourner les mesures de sécurité et d’accéder à des données confidentielles.,Veuillez se référer au bulletin de sécurité de l’éditeur pour mettre à jour votre produit.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-rockwell-automation-thinmanager
Correctif de sécurité pour le zero-day affectant GoAnywhere MFT,40170802/23,08 février 2023,Modéré,Modéré,GoAnywhere MFT version antérieure à 7.1.2,"Fortra a publié un correctif d'urgence pour corriger une vulnérabilité de type ""zero-day"" activement exploitée dans l'outil de transfert de fichiers sécurisé GoAnywhere MFT. La vulnérabilité permet aux attaquants d’exécuter du code arbitraire à distance sur des instances GoAnywhere MFT vulnérables dont la console d'administration est exposée en ligne.",Veuillez se référer au bulletin de sécurité Fortra du 07 Février 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/correctif-de-securite-pour-le-zero-day-affectant-goanywhere-mft
Vulnérabilité critique affectant Ivanti Endpoint Manager Mobile,42952507/23,25 juillet 2023,Critique,Critique,"Ivanti Endpoint Manager Mobile Core versions antérieures à 11.9.0.1, Ivanti Endpoint Manager Mobile Cloud versions antérieures à R87, R90","Ivanti a publié une mise à jour de sécurité qui permet de corriger une vulnérabilité critique affectant son produit Ivanti Endpoint Manager Mobile. Selon Ivanti, l’exploit de cette vulnérabilité existe et il peut permettre à un attaquant distant non authentifié d’accéder à des données confidentielles.",Veuillez se référer au bulletin de sécurité d’Ivanti pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-ivanti-endpoint-manager-mobile
Vulnérabilités dans le DNS BIND,39992701/22,27 janvier 2023,Modéré,Modéré,"BIND versions 9.16.x antérieures à 9.16.37, BIND versions 9.18.x antérieures à 9.18.11, BIND versions 9.19.x antérieures à 9.19.9, BIND versions 9.11.x, BIND Supported Preview Edition versions 9.11.4-S1 à 9.11.37-S1, BIND Supported Preview Edition versions 9.16.8-S1 et antérieures à 9.16.37-S1",Internet Systems Consortium (ISC) a publié un correctif de sécurité qui corrige plusieurs vulnérabilités dans les versions susmentionnées de DNS BIND. L’exploitation de ces failles peut permettre à un attaquant distant de causer un déni de service.,Veuillez se référer au bulletin de sécurité ISC du 25 Janvier 2023,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-le-dns-bind
Vulnérabilités affectant plusieurs produits d’Apple,50952011/24,20 novembre 2024,Important,Important,"visionOS versions antérieures à la version 2.1.1, macOS Sequoia versions antérieures à la version 15.1.1, iOS et iPadOS versions antérieures à la version 17.7.2, iOS et iPadOS versions antérieures à la version 18.1.1, Safari versions antérieures à la version 18.1.1",Apple annonce la  correction  de deux vulnérabilités affectant ses produits susmentionnés. Ces vulnérabilités sont susceptibles d’être activement exploitées et elles peuvent  permettre à un attaquant distant l’exécution de code arbitraire ou l’injection de code indirecte.,Veuillez se référer aux bulletins de sécurité de l'éditeur pour l'obtention du correctif.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-dapple-3
Vulnérabilité affectant Zoho ManageEngine Desktop Central,39811701/23,17 janvier 2023,Modéré,Important,"Vulnerability Manager Plus antérieures à 10.1.2220.18, Browser Security Plus antérieures à 11.1.2238.6, Device Control Plus 10.1.2220.18, Endpoint Central antérieures à 10.1.2228.11, Endpoint Central MSP antérieures à 10.1.2228.11, Endpoint DLP antérieures à 10.1.2137.6, Key Manager Plus antérieures à 6401, OS Deployer antérieures à 1.1.2243.1, PAM 360 antérieures à 5713, Password Manager Pro antérieures à12124, Patch Manager Plus antérieures à 10.1.2220.18, Remote Access Plus antérieures à 10.1.2228.11, Remote Monitoring and Management (RMM) antérieures à 10.1.41, Analytics Plus antérieures à 5150, Application Control Plus antérieures à 10.1.2220.18, Access Manager Plus antérieures à 4308 Si SAML-based SSO a été activé dans le passé :, Active Directory 360 antérieures à 4310, ADAudit Plus antérieures à 7081, ADManager Plus antérieures à 7162, ADSelfService Plus antérieures à 6211, Asset Explorer antérieures à 6983, ServiceDesk Plus antérieures à 14004, ServiceDesk Plus MSP antérieures à 13001, SupportCenter Plus antérieures à 11026",Zoho annonce la correction d’une vulnérabilité critique affectant plusieurs produits de sa solution de centralisation de gestion de parc «ManageEngine Desktop Central ». Un POC « Proof Of Concept » concernant cette vulnérabilité sera mis en ligne dans les jours à venir et son exploitation peut permettre à un attaquant distant non authentifié d’exécuter du code.,Veuillez consulter les bulletins de sécurité de ManageEngine afin d’installer les mises à jours nécessaires.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-zoho-manageengine-desktop-central
Vulnérabilité critique affectant la bibliothèque VM2,41211004/23,10 avril 2023,Important,Important,"VM2, versions antérieures à 3.9.15",Une vulnérabilité critique affectant la bibliothèque VM2 a été corrigée. VM2 est une bibliothèque populaire qui est utilisée pour exécuter du code non approuvé dans un environnement isolé. L’exploit de cette vulnérabilité est disponible et elle peut permettre à un attaquant de contourner les mesures de sécurité.,Veuillez se référer à l’éditeur pour installer les mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-la-bibliotheque-vm2
AnyDesk déclare une cyberattaque sur ses serveurs de production,45890502/24,05 février 2024,Critique,Critique,No Affected Systems,No Summary,No Solution,https://www.dgssi.gov.ma/fr/bulletins/anydesk-declare-une-cyberattaque-sur-ses-serveurs-de-production
Vulnérabilité critique dans la bibliothèque Sandbox de vm2,41991905/23,19 mai 2023,Critique,Critique,vm2 versions antérieures à 3.9.18,Une vulnérabilité critique a été corrigée dans la bibliothèque Sandbox de vm2. L'exploitation réussie de la vulnérabilité pourrait permettre à un attaquant de contourner les protections du Sandbox et d'obtenir des droits d'exécution de code à distance sur la machine hôte.,Veuillez se référer au bulletin de sécurité vm2 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-la-bibliotheque-sandbox-de-vm2
Vulnérabilités dans Python,48120507/24,05 juillet 2024,Important,Important,"Python versions antérieures à 3.10, CPython versions antérieures à 3.10.14, 3.11.9, 3.12.4 et 3.13.0a6",Plusieurs vulnérabilités ont été corrigées dans les versions susmentionnées de Python. L’exploitation de ces failles peut permettre à un attaquant de contourner la politique de sécurité.,Veuillez se référer au bulletin de sécurité Python du 04 Juillet  2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-python
Vulnérabilité critique dans les produits HP,52122401/25,24 janvier 2025,Critique,Critique,"AirWave Management Platform Version antérieure à 8.3.0.3, ClearPass Policy Manager Versions antérieure à 6.12.2 et 6.11.9, Switches running AOS-CX Versions antérieure à 10.14.1010 et 10.13.1040, WLAN Gateways and SD-WAN Gateways running AOS-10 Version antérieure à AOS-10.6.0.3, Mobility Controllers running AOS-8 Versions antérieure à AOS-8.12.0.2 et AOS-8.10.0.14, EdgeConnect SD-WAN Orchestrator",Une vulnérabilité critique a été corrigée dans les produits HP utilisant le protocole RADIUS. Une exploitation réussie de cette faille pourrait permettre à un attaquant de contourner la politique de sécurité.,Veuillez se référer au bulletin de sécurité HP  du 22 Janvier 2025 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-les-produits-hp
Vulnérabilités affectant plusieurs produits d’Adobe,41251204/23,12 avril 2023,Modéré,Modéré,"Adobe Substance 3D Designer versions antérieures à 12.4.1 sur Windows et macOS, Adobe Dimension versions antérieures à 3.4.9 sur Windows et macOS, Adobe Adobe Substance 3D Stager versions antérieures à 2.0.2 sur Windows et macOS, Acrobat DC versions antérieures à 23.001.20143 sur Windows et macOS, Acrobat Reader DC versions antérieures à 23.001.20143 sur Windows et macOS, Acrobat 2020 versions antérieures à 20.005.30467 sur Windows et macOS, Acrobat Reader 2020 versions antérieures à 20.005.30467 sur Windows et macOS, Adobe InCopy  versions antérieures à 18.2 sur Windows et macOS, Adobe InCopy  versions antérieures à 17.4.1 sur Windows et macOS, Adobe Digital Editions versions antérieures à 4.5.11.187658","Adobe a publié des mises à jour de sécurité qui permettent de corriger plusieurs vulnérabilités affectant ses produits susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’exécuter du code arbitraire, d’élever ses privilèges ou d’accéder à des données confidentielles.",Veuillez se référer aux bulletins de sécurité d’Adobe pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-dadobe-3
Vulnérabilités critiques dans les produits SAP,49281009/24,10 septembre 2024,Critique,Critique,"Student Life Cycle Management (SLcM) versions 617, 618, 800, 802, 803, 804, 805, 806, 807 et 808, SAP pour Oil & Gas versions 600, 602, 603, 604, 605, 606, 617, 618, 800, 802, 803, 804, 805, 806, 807 et 807, SAP NetWeaver Application Server pour ABAP et ABAP Platform, Versions - 700, 701, 702, 731, 740, 750, 751, 752, 753, 754, 755, 756, 757, 758, 912, S/4HANA eProcurement versions SAP_APPL 606, SAP_APPL 617, SAP_APPL 618, S4CORE 102, S4CORE 103, S4CORE 104, S4CORE 105, S4CORE 106, S4CORE 107 et S4CORE 108 S/4 HANA version 900, Replication Server versions 16.0.3 et 16.0.4, Production et Revenue Accounting (Tobin interface) versions S4CEXT 106, S4CEXT 107, S4CEXT 108, IS-PRA 605, IS-PRA 606, IS-PRA 616, IS-PRA 617, IS-PRA 618, IS-PRA 800, IS-PRA 801, IS-PRA 802, IS-PRA 803, IS-PRA 804 et IS-PRA 805, NetWeaver Enterprise Portal version 7.50, NetWeaver BW (BEx Analyzer) versions DW4CORE 200, DW4CORE 300, DW4CORE 400, SAP_BW 700, SAP_BW 701, SAP_BW 702, SAP_BW 731, SAP_BW 740, SAP_BW 750, SAP_BW 751, SAP_BW 752, SAP_BW 753, SAP_BW 754, SAP_BW 755, SAP_BW 756, SAP_BW 757 et SAP_BW 758, NetWeaver Application Server pour ABAP (CRM Blueprint Application Builder Panel) versions 700, 701, 702, 731, 740, 750, 751, 752, 75C, 75D, 75E, 75F, 75G, 75H et 75I, NetWeaver AS pour Java (Destination Service et Logon Application) version 7.50, Commerce Cloud versions HY_COM 1808, 1811, 1905, 2005, 2105, 2011, 2205 et COM_CLOUD 2211, BusinessObjects Business Intelligence Platform versions ENTERPRISE 430 et 440, BusinessObjects Business Intelligence Platform version 430, Business Warehouse (BEx Analyzer) versions DW4CORE 200, DW4CORE 300, DW4CORE 400, SAP_BW 700, SAP_BW 701, SAP_BW 702, SAP_BW 731, SAP_BW 740, SAP_BW 750, SAP_BW 751, SAP_BW 752, SAP_BW 753, SAP_BW 754, SAP_BW 755, SAP_BW 756, SAP_BW 757 et SAP_BW 758","SAP annonce la disponibilité d’une mise à jour de sécurité corrigeant plusieurs vulnérabilités critiques affectant les produits susmentionnés. L’exploitation de ces failles peut permettre à un attaquant de porter atteinte à la confidentialité de données, de contourner la politique de sécurité et de réussir une injection du code indirecte à distance (XSS).",Veuillez se référer au bulletin de sécurité SAP du 09 septembre 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-sap-3
Vulnérabilités dans Microsoft Exchange Server (Patch Tuesday Novembre 2023),44761511/23,15 novembre 2023,Important,Important,"Microsoft Exchange Server 2019 Cumulative Update 13, Microsoft Exchange Server 2019 Cumulative Update 12, Microsoft Exchange Server 2016 Cumulative Update 23",Microsoft annonce la correction de plusieurs vulnérabilités affectant les versions susmentionnées de Microsoft Exchange Server. L’exploitation de ces failles peut permettre à un attaquant d’exécuter du code arbitraire à distance.,Veuillez se référer au bulletin de sécurité Microsoft du 14 Novembre 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-microsoft-exchange-server-patch-tuesday-novembre-2023
Vulnérabilités critiques dans les produits Fortinet,51941501/25,15 janvier 2025,Critique,Critique,"FortiProxy versions 7.2.x antérieures à 7.2.13, FortiProxy versions 7.0.x antérieures à 7.0.20, FortiOS versions 7.0.x antérieures à 7.0.17, FortiManager versions7.2.x antérieures à 7.2.9, FortiManager versions 7.6.x antérieures à 7.6.2, FortiManager versions 7.4.x antérieures à 7.4.6, FortiManager Cloud versions 7.6.x antérieures à 7.6.2, FortiManager Cloud versions 7.4.x antérieures à 7.4.5, FortiManager Cloud versions 7.2.x antérieures à 7.2.8",Fortinet a publié des mises à jour de sécurité pour corriger deux vulnérabilités critiques affectant les produits susmentionnés. L'exploitation réussie de ces vulnérabilités pourrait permettre à un attaquant de contourner la politique de sécurité et d’exécuter du code arbitraire à distance. Fortinet confirme que la vulnérabilité “CVE-2024-55591” est activement exploitée.,Veuillez se référer au bulletin de sécurité Fortinet du 14 janvier 2025 afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-fortinet-1
VULNÉRABILITÉS AFFECTANT PLUSIEURS PRODUITS DE CISCO,39020411/22,04 novembre 2022,Modéré,Modéré,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73","Cisco annonce la correction de plusieurs vulnérabilités affectant certaines versions de ses produits susmentionnés. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire, d’accéder à des informations confidentielles, d’injecter du contenu dans une page ou de contourner les mesures de sécurité.",Veuillez se référer aux bulletins de sécurité de Cisco pour mettre à jours vos équipements.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-de-cisco-6
Vulnérabilités affectant des produits QNAP,51370912/24,09 décembre 2024,Important,Important,"License Center versions 1.9.x antérieures à QTS 1.9.43, QTS 5.1.x versions antérieures à QTS 5.1.9.2954 build 20241120, QTS 5.2.x versions antérieures à QTS 5.2.2.2950 build 20241114, QuTS hero h5.1.x versions antérieures à QuTS hero h5.1.9.2954 build 20241120, QuTS hero h5.2.x versions antérieures à QuTS hero h5.2.2.2952 build 20241116",QNAP annonce la disponibilité de mises à jour de sécurité permettant la correction  de plusieurs vulnérabilités affectant ses produits susmentionnés. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant d’injecter des commandes ou d’accéder à des données confidentielles.,Veuillez se référer aux bulletins de sécurité de QNAP pour installer les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-des-produits-qnap-2
Vulnérabilités critiques affectant iOS et iPadOS,42942507/23,25 juillet 2023,Important,Critique,"iOS versions antérieures à 16.6, iPadOS versions antérieures à 16.6",Apple annonce la correction de plusieurs vulnérabilités critiques affectant ses produits susmentionnés. Certaines de ces vulnérabilités sont des « Zero-day» activement exploités et peuvent permettre à un attaquant distant d’exécuter du code arbitraire de contourner des mesures de sécurité ou d’accéder à des données confidentielles.,Veuillez se référer aux bulletins de sécurité de l'éditeur pour l'obtention du correctif.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-ios-et-ipados
